wuc,description,full_context
42A1G,VALVE,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1G VALVE
42A1M,GENERATOR DRIVE PRESSURE CHARGE SWITCH,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1M GENERATOR DRIVE PRESSURE CHARGE SWITCH
42A1N,GENERATOR DRIVE UNDER-SPEED SWITCH,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1N GENERATOR DRIVE UNDER-SPEED SWITCH
42A1T,OIL TEMPERATURE REGULATOR VALVE,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1T OIL TEMPERATURE REGULATOR VALVE
42A1U,CSD OIL TEMPERATURE BULB (56B14),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1U CSD OIL TEMPERATURE BULB (56B14)
42A1V,CSD OIL TEMPERATURE BULB (58B17),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1V CSD OIL TEMPERATURE BULB (58B17)
42A1W,PRIMARY FILTER ELEMENT,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1W PRIMARY FILTER ELEMENT
42A1X,SECONDARY FILTER ELEMENT,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1X SECONDARY FILTER ELEMENT
42A1Y,INPUT SPLINE,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1Y INPUT SPLINE
42A1Z,CONSTANT SPEED DRIVE (120 KVA),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A10 GENERATOR DRIVE SYSTEM (TF33) > 42A1Z CONSTANT SPEED DRIVE (120 KVA)
42A20,GENERATOR OIL,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A20 GENERATOR OIL
42A2A,CSD OIL COOLER ASSY (TF33-P9),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A20 GENERATOR OIL > 42A2A CSD OIL COOLER ASSY (TF33-P9)
42A2B,CSD OIL COOLER ASSY (TF33P-P5),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A20 GENERATOR OIL > 42A2B CSD OIL COOLER ASSY (TF33P-P5)
42A30,GENERATOR SYSTEM (TF33),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33)
42A31,BRUSHLESS GENERATOR 40 KVA,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A31 BRUSHLESS GENERATOR 40 KVA
42A32,COLLECTOR RING,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A32 COLLECTOR RING
42A33,FREQUENCY AND LOAD CONTROLLER (40 KVA),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A33 FREQUENCY AND LOAD CONTROLLER (40 KVA)
42A39,AIR PRESSURE REGULATOR,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A39 AIR PRESSURE REGULATOR
42A3C,OIL TANK,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3C OIL TANK
42A3E,GENERATOR (120KVA),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3E GENERATOR (120KVA)
42A3F,CONTROL PANEL (OVERHEAD),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3F CONTROL PANEL (OVERHEAD)
42A3G,VOLTAGE REGULATOR,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3G VOLTAGE REGULATOR
42A3H,BUS TIE CIRCUIT BREAKER,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3H BUS TIE CIRCUIT BREAKER
42A3K,FREQUENCY AND LOAD CONTROLLER (120 KVA),42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3K FREQUENCY AND LOAD CONTROLLER (120 KVA)
42A3M,FREQUENCY REFERENCE UNIT,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3M FREQUENCY REFERENCE UNIT
42A3N,GENERATOR CIRCUIT BREAKER,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A30 GENERATOR SYSTEM (TF33) > 42A3N GENERATOR CIRCUIT BREAKER
42A99,NOC,42000 ELECTRICAL POWER SUPPLY > 42A00 GENERATORS > 42A90 > 42A99 NOC
44000,LIGHTING SYSTEMS,44000 LIGHTING SYSTEMS
44100,INTERIOR,44000 LIGHTING SYSTEMS > 44100 INTERIOR
44110,LIGHT ASSEMBLIES,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES
44111,ENTRY DOOR,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44111 ENTRY DOOR
44112,CONTROL STAND,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44112 CONTROL STAND
44113,MAGNETIC COMPASS,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44113 MAGNETIC COMPASS
44114,CENTER INSTRUMENT PANEL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44114 CENTER INSTRUMENT PANEL
44115,COPILOTâ€™S FLIGHT AND SIDE PANEL INSTRUMENT,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44115 COPILOTâ€™S FLIGHT AND SIDE PANEL INSTRUMENT
44116,PILOTâ€™S FLIGHT AND SIDE PANEL INSTRUMENT,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44116 PILOTâ€™S FLIGHT AND SIDE PANEL INSTRUMENT
44117,ELECTRICAL EQUIPMENT RACK,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44117 ELECTRICAL EQUIPMENT RACK
44118,TERRAIN LANDING GEAR LIGHT PANEL (W),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 44118 TERRAIN LANDING GEAR LIGHT PANEL (W)
4411A,LANDING GEAR LIGHT PANEL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 4411A LANDING GEAR LIGHT PANEL
4411B,CREW INSTRUCTOR SPOT AND MAP READING,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44110 LIGHT ASSEMBLIES > 4411B CREW INSTRUCTOR SPOT AND MAP READING
44120,LIGHTS,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS
44121,NAVIGATORâ€™S WORK AND SPOT,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44121 NAVIGATORâ€™S WORK AND SPOT
44122,NAVIGATORâ€™S INSTRUMENT PANEL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44122 NAVIGATORâ€™S INSTRUMENT PANEL
44123,NAVIGATORâ€™S TABLE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44123 NAVIGATORâ€™S TABLE
44124,NAVIGATORâ€™S INSTRUMENT FLOOD,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44124 NAVIGATORâ€™S INSTRUMENT FLOOD
44125,PILOTâ€™S OVERHEAD INSTRUMENT PANEL FLOOD,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44125 PILOTâ€™S OVERHEAD INSTRUMENT PANEL FLOOD
44126,SEXTANT,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44126 SEXTANT
44127,PILOTâ€™S OVERHEAD PANEL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44127 PILOTâ€™S OVERHEAD PANEL
44128,FUEL CONTROL PANEL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 44128 FUEL CONTROL PANEL
4412A,PILOTâ€™S SPOT AND MAP READING,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44120 LIGHTS > 4412A PILOTâ€™S SPOT AND MAP READING
44130,LIGHTS (CONT),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT)
44131,COPILOTâ€™S SPOT AND MAP READING,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 44131 COPILOTâ€™S SPOT AND MAP READING
44132,CABIN DOME,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 44132 CABIN DOME
44133,NOSE COMPARTMENT DOME (FWD),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 44133 NOSE COMPARTMENT DOME (FWD)
44134,NOSE COMPARTMENT DOME (AFT),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 44134 NOSE COMPARTMENT DOME (AFT)
44135,ENGINE INSTRUMENT PANEL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 44135 ENGINE INSTRUMENT PANEL
44136,SIGNAL LIGHT ASSY (PORTABLE),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 44136 SIGNAL LIGHT ASSY (PORTABLE)
44138,CARGO DOME,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 44138 CARGO DOME
4413A,BOOM COMPARTMENT DOME,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44130 LIGHTS (CONT) > 4413A BOOM COMPARTMENT DOME
44140,WARNING LIGHT ASSEMBLIES,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44140 WARNING LIGHT ASSEMBLIES
44142,FIRE DETECTOR,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44140 WARNING LIGHT ASSEMBLIES > 44142 FIRE DETECTOR
44143,GENERATOR FAILURE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44140 WARNING LIGHT ASSEMBLIES > 44143 GENERATOR FAILURE
44144,DC SWITCH BUS FAILURE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44140 WARNING LIGHT ASSEMBLIES > 44144 DC SWITCH BUS FAILURE
44145,HYDRAULIC PRESSURE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44140 WARNING LIGHT ASSEMBLIES > 44145 HYDRAULIC PRESSURE
44146,LANDING GEAR,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44140 WARNING LIGHT ASSEMBLIES > 44146 LANDING GEAR
44148,INSTRUMENT POWER OFF,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44140 WARNING LIGHT ASSEMBLIES > 44148 INSTRUMENT POWER OFF
44150,WARNING LIGHTS (CONT),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44150 WARNING LIGHTS (CONT)
44151,OIL PRESSURE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44150 WARNING LIGHTS (CONT) > 44151 OIL PRESSURE
44152,FUEL PRESSURE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44150 WARNING LIGHTS (CONT) > 44152 FUEL PRESSURE
44156,ENGINE ANTI-ICE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44150 WARNING LIGHTS (CONT) > 44156 ENGINE ANTI-ICE
44160,WARNING LIGHTS (CONT),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44160 WARNING LIGHTS (CONT)
44161,CREW ENTRY DOOR,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44160 WARNING LIGHTS (CONT) > 44161 CREW ENTRY DOOR
44162,CARGO DOOR,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44160 WARNING LIGHTS (CONT) > 44162 CARGO DOOR
44170,COMPONENTS,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44170 COMPONENTS
44171,RHEOSTAT RELAY,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44170 COMPONENTS > 44171 RHEOSTAT RELAY
44175,TRANSFORMER,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44170 COMPONENTS > 44175 TRANSFORMER
44176,CABIN LOW PRESSURE,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44170 COMPONENTS > 44176 CABIN LOW PRESSURE
4417A,DIMMING CONTROL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44170 COMPONENTS > 4417A DIMMING CONTROL
44180,LIGHT ASSEMBLIES,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES
44181,INSTRUMENT PANEL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 44181 INSTRUMENT PANEL
44182,COMPARTMENT DOME,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 44182 COMPARTMENT DOME
44183,INSTRUCTORâ€™S OXYGEN REGULATOR FLOOD,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 44183 INSTRUCTORâ€™S OXYGEN REGULATOR FLOOD
44184,BOOM OPERATORâ€™S OXYGEN REGULATOR FLOOD,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 44184 BOOM OPERATORâ€™S OXYGEN REGULATOR FLOOD
44185,COMPARTMENT SPOT,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 44185 COMPARTMENT SPOT
44186,SWITCH,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 44186 SWITCH
44187,TAIL CONE DOME,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 44187 TAIL CONE DOME
4418A,FLUORESCENT LIGHT,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 4418A FLUORESCENT LIGHT
4418C,RHEOSTAT,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44180 LIGHT ASSEMBLIES > 4418C RHEOSTAT
44199,NOC,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 44190 > 44199 NOC
441A0,O/H ANNUNCIATOR SYS (KC-135R),44000 LIGHTING SYSTEMS > 44100 INTERIOR > 441A0 O/H ANNUNCIATOR SYS (KC-135R)
441AA,ANNUNCIATOR CONTROL,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 441A0 O/H ANNUNCIATOR SYS (KC-135R) > 441AA ANNUNCIATOR CONTROL
441AB,INDICATOR LIGHT SWITCH,44000 LIGHTING SYSTEMS > 44100 INTERIOR > 441A0 O/H ANNUNCIATOR SYS (KC-135R) > 441AB INDICATOR LIGHT SWITCH
44200,EXTERIOR,44000 LIGHTING SYSTEMS > 44200 EXTERIOR
44210,LIGHT ASSEMBLIES,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44210 LIGHT ASSEMBLIES
44211,NOSE LANDING,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44210 LIGHT ASSEMBLIES > 44211 NOSE LANDING
44212,TAXI,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44210 LIGHT ASSEMBLIES > 44212 TAXI
44213,WHEEL WELL,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44210 LIGHT ASSEMBLIES > 44213 WHEEL WELL
44220,LIGHT ASSEMBLIES (CONT),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44220 LIGHT ASSEMBLIES (CONT)
44225,RECEIVER PILOT DIRECTOR,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44220 LIGHT ASSEMBLIES (CONT) > 44225 RECEIVER PILOT DIRECTOR
44226,NACELLE ILLUMINATION (LH),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44220 LIGHT ASSEMBLIES (CONT) > 44226 NACELLE ILLUMINATION (LH)
44227,NACELLE ILLUMINATION (RH),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44220 LIGHT ASSEMBLIES (CONT) > 44227 NACELLE ILLUMINATION (RH)
44228,ARR RECEPTACLE,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44220 LIGHT ASSEMBLIES (CONT) > 44228 ARR RECEPTACLE
4422A,ARR SLIPWAY DOOR,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44220 LIGHT ASSEMBLIES (CONT) > 4422A ARR SLIPWAY DOOR
44230,LIGHT ASSEMBLIES (CONT),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44230 LIGHT ASSEMBLIES (CONT)
44231,BOOM MARKER,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44230 LIGHT ASSEMBLIES (CONT) > 44231 BOOM MARKER
44232,BOOM NOZZLE,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44230 LIGHT ASSEMBLIES (CONT) > 44232 BOOM NOZZLE
44233,NAVIGATION,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44230 LIGHT ASSEMBLIES (CONT) > 44233 NAVIGATION
44234,BOOM DISCONNECT,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44230 LIGHT ASSEMBLIES (CONT) > 44234 BOOM DISCONNECT
44240,LIGHT ASSEMBLIES (CONT),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44240 LIGHT ASSEMBLIES (CONT)
44242,BOOM SEARCH,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44240 LIGHT ASSEMBLIES (CONT) > 44242 BOOM SEARCH
44244,A/R FLOOD LIGHT,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44240 LIGHT ASSEMBLIES (CONT) > 44244 A/R FLOOD LIGHT
44250,ANTI-COLLISION HIGH-INTENSITY LIGHT (STROBE) ASSY,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44250 ANTI-COLLISION HIGH-INTENSITY LIGHT (STROBE) ASSY
4425A,LAMP,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44250 ANTI-COLLISION HIGH-INTENSITY LIGHT (STROBE) ASSY > 4425A LAMP
4425B,LENS,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44250 ANTI-COLLISION HIGH-INTENSITY LIGHT (STROBE) ASSY > 4425B LENS
4425C,POWER SUPPLY,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44250 ANTI-COLLISION HIGH-INTENSITY LIGHT (STROBE) ASSY > 4425C POWER SUPPLY
44260,WING LIGHT ASSEMBLIES,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44260 WING LIGHT ASSEMBLIES
44261,UNDERBODY ILLUMINATION (LH),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44260 WING LIGHT ASSEMBLIES > 44261 UNDERBODY ILLUMINATION (LH)
44262,UNDERBODY ILLUMINATION (RH),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44260 WING LIGHT ASSEMBLIES > 44262 UNDERBODY ILLUMINATION (RH)
44263,LANDING,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44260 WING LIGHT ASSEMBLIES > 44263 LANDING
44264,UNDERWING ILLUMINATION (LH),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44260 WING LIGHT ASSEMBLIES > 44264 UNDERWING ILLUMINATION (LH)
44265,UNDERWING ILLUMINATION (RH),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44260 WING LIGHT ASSEMBLIES > 44265 UNDERWING ILLUMINATION (RH)
44266,LANDING (RETRACTABLE),44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44260 WING LIGHT ASSEMBLIES > 44266 LANDING (RETRACTABLE)
44270,COMPONENTS,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44270 COMPONENTS
44271,TRANSFORMER,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44270 COMPONENTS > 44271 TRANSFORMER
44272,RELAY,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44270 COMPONENTS > 44272 RELAY
44275,COVER GLASS,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44270 COMPONENTS > 44275 COVER GLASS
44278,NAVIGATION FLASHER,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44270 COMPONENTS > 44278 NAVIGATION FLASHER
44299,NOC,44000 LIGHTING SYSTEMS > 44200 EXTERIOR > 44290 > 44299 NOC
44300,IMPACT LIGHTS,44000 LIGHTING SYSTEMS > 44300 IMPACT LIGHTS
44310,IMPACT LIGHTS ASSEMBLY,44000 LIGHTING SYSTEMS > 44300 IMPACT LIGHTS > 44310 IMPACT LIGHTS ASSEMBLY
44320,BATTERY,44000 LIGHTING SYSTEMS > 44300 IMPACT LIGHTS > 44320 BATTERY
44399,NOC,44000 LIGHTING SYSTEMS > 44300 IMPACT LIGHTS > 44390 > 44399 NOC
45000,HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM
45100,HYDRAULIC COMPONENTS,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS
45110,HYDRAULIC SYSTEM,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM
45111,ENGINE STRUT SUPPLY PUMP HOSE ASSEMBLY,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 45111 ENGINE STRUT SUPPLY PUMP HOSE ASSEMBLY
45112,SLIP JOINT,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 45112 SLIP JOINT
45115,ENGINE PRESSURE PUMP HOSE ASSEMBLY,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 45115 ENGINE PRESSURE PUMP HOSE ASSEMBLY
45116,ENGINE STRUTS RETURN PUMP HOSE ASSEMBLY,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 45116 ENGINE STRUTS RETURN PUMP HOSE ASSEMBLY
45117,STRUT PRESSURE PUMP HOSE ASSEMBLY,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 45117 STRUT PRESSURE PUMP HOSE ASSEMBLY
4511A,TURBOJET ENG PUMP (TF33) PN 65WB10013 (CNGWC-1358),45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511A TURBOJET ENG PUMP (TF33) PN 65WB10013 (CNGWC-1358)
4511B,HYDRAULIC PUMP CONTROL RELAY,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511B HYDRAULIC PUMP CONTROL RELAY
4511C,HYDRAULIC PUMP POWER RELAY,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511C HYDRAULIC PUMP POWER RELAY
4511G,STRUT TO WING INTERSECTION HYDRAULIC PRESSURE LINE PUMP,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511G STRUT TO WING INTERSECTION HYDRAULIC PRESSURE LINE PUMP
4511H,ENGINE NACELLE STRUT HYDRAULIC PRESSURE LINE,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511H ENGINE NACELLE STRUT HYDRAULIC PRESSURE LINE
4511J,PRESSURE QUICK DISCONNECT,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511J PRESSURE QUICK DISCONNECT
4511K,RETURN QUICK DISCONNECT,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511K RETURN QUICK DISCONNECT
4511L,SUPPLY QUICK DISCONNECT,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511L SUPPLY QUICK DISCONNECT
4511M,STRUT TO WING RETURN PUMP,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511M STRUT TO WING RETURN PUMP
4511N,STRUT TO WING SUPPLY PUMP,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511N STRUT TO WING SUPPLY PUMP
4511P,HYDRAULIC PUMP (SC),45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511P HYDRAULIC PUMP (SC)
4511R,ENGINE NACELLE STRUT HYDRAULIC SUPPLY LINE,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511R ENGINE NACELLE STRUT HYDRAULIC SUPPLY LINE
4511S,ENGINE NACELLE STRUT HYDRAULIC RETURN LINE,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511S ENGINE NACELLE STRUT HYDRAULIC RETURN LINE
4511U,HYDRAULIC HOSE,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511U HYDRAULIC HOSE
4511V,HYDRAULIC PUMP SURGE SUPPRESSOR,45000 HYDRAULIC AND PNEUMATIC POWER SUPPLY SYSTEM > 45100 HYDRAULIC COMPONENTS > 45110 HYDRAULIC SYSTEM > 4511V HYDRAULIC PUMP SURGE SUPPRESSOR
